schoolid,lon,lat,population,compareMedian
010192000687,-86.932896999999997,33.5944640000000021,675,above
010192000689,-86.8167720000000003,33.6471670000000032,832,below
010192000691,-86.9551610000000039,33.4437360000000012,156,above
010192000704,-86.7762570000000011,33.6323059999999998,323,above
010192000732,-87.1597129999999964,33.4697109999999967,342,below
010192000735,-86.9870509999999939,33.4370529999999988,762,below
010192000750,-87.0740009999999955,33.6539300000000026,23,below
010192001543,-86.6804379999999952,33.7016950000000009,764,above
010192002079,-86.804633999999993,33.7796960000000013,604,below
010192002117,-86.6641209999999944,33.544159999999998,532,above
010192002166,-87.0481000000000051,33.2894599999999983,836,above
010192002169,-86.9729410000000058,33.4881799999999998,377,above
010192002174,-86.9416109999999947,33.8007980000000003,190,below
010192002182,-86.6989130000000046,33.6445409999999967,591,above
010195000756,-88.1297619999999995,33.8982650000000021,166,below
010195001511,-88.1257169999999945,33.7507360000000034,230,below
010195001720,-88.0373649999999941,33.5621239999999972,144,below
010198000760,-85.1970139999999958,32.8567600000000013,98,above
010198001544,-85.1955569999999938,32.8674350000000004,56,above
010204000776,-87.3095500000000016,34.6814680000000024,49,above
010204000778,-87.1731319999999954,34.5674629999999965,294,below
010204000779,-87.4177009999999939,34.5622929999999968,55,below
010204000780,-87.4149230000000017,34.561002000000002,137,below
010204000781,-87.4088059999999985,34.6817789999999988,18,above
010204000786,-87.2903979999999962,34.4760490000000033,441,below
010204000787,-87.482884999999996,34.4465450000000004,10,below
010204000788,-87.1714960000000048,34.416288999999999,14,below
010207000285,-85.1888469999999956,32.7137680000000017,96,below
010207000290,-85.5794989999999984,32.5890559999999994,39,above
010207000296,-85.0989909999999981,32.5372330000000005,98,below
010207000486,-85.0943070000000006,32.5321810000000014,126,below
010207000791,-85.1882420000000025,32.7107170000000025,212,below
010207000792,-85.5794989999999984,32.5890559999999994,79,above
010207000793,-85.3967320000000001,32.4964269999999971,475,below
010207000794,-85.1148799999999994,32.5430530000000005,149,below
010207000796,-85.1008159999999947,32.5368860000000026,959,below
010207002188,-85.2235929999999939,32.597329000000002,96,below
010210000797,-86.8476160000000022,34.9878730000000005,397,below
010210000799,-87.1837900000000019,34.8019579999999991,212,below
010210000800,-86.8334349999999944,34.7829830000000015,520,below
010210000808,-86.9740800000000007,34.7328710000000029,193,above
010210000810,-87.1234649999999959,34.9399069999999981,359,below
010210001549,-86.9692210000000046,34.9312460000000016,309,below
010213000811,-87.7890100000000047,32.2991260000000011,115,above
010216001636,-86.5808260000000018,32.1833450000000028,188,above
010216001637,-86.5666709999999995,31.9871639999999999,152,above
010219000824,-85.6566229999999962,32.5607180000000014,57,above
010219000826,-85.7184110000000032,32.4317810000000009,256,above
010219000827,-85.6871759999999938,32.4213370000000012,94,above
010219000829,-85.9062049999999999,32.4029230000000013,18,above
010222000560,-86.7153689999999955,34.7914310000000029,1017,below
010222000566,-86.4009850000000057,34.539830000000002,272,below
010222000837,-86.3755349999999993,34.7022389999999987,149,below
010222000844,-86.424081000000001,34.9088500000000011,57,below
010222000846,-86.4560100000000062,34.5885370000000023,42,below
010222000850,-86.4989400000000046,34.9439190000000011,29,below
010222001411,-86.5743559999999945,34.8923330000000007,613,below
010222001412,-86.7131739999999951,34.8679780000000008,773,below
010222001684,-86.4548410000000018,34.7653689999999997,234,below
010222002163,-86.4532930000000022,34.8717929999999967,662,below
010222002178,-86.4880409999999955,34.7930899999999994,247,below
010222002376,-86.5272250000000014,34.9061099999999982,279,below
010225000852,-87.6322640000000064,32.2795059999999978,44,above
010225000856,-87.8022500000000008,32.0507399999999976,54,above
010225000857,-87.8656859999999966,32.0977940000000004,165,below
010231000861,-87.7617110000000054,34.0279820000000015,22,below
010231000862,-87.763426999999993,34.019601999999999,38,below
010231000863,-87.9150750000000016,33.9736869999999982,88,below
010231000865,-87.914045999999999,33.9656840000000031,37,below
010231000866,-87.8325370000000021,34.2811889999999977,72,below
010231000867,-87.9913600000000002,34.1383459999999985,421,below
010231000869,-87.6973610000000008,34.2793289999999971,73,below
010231001455,-87.6965809999999948,34.278730000000003,23,below
010231002160,-87.8325370000000021,34.2811889999999977,33,below
010237000895,-88.2473300000000052,30.3961320000000015,513,below
